"Kod";"Jednostka terytorialna";"Kierunki wykorzystania powierzchni";"Lata";"Jednostka miary";"Wartość";
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";82;
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";186;
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";414;
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";251;
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";11;
"1465078";"Praga-Południe - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465078";"Praga-Południe - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465078";"Praga-Południe - dzielnica (8)";"nieużytki";"2014";"ha";2;
"1465078";"Praga-Południe - dzielnica (8)";"tereny różne";"2014";"ha";19;
"1465088";"Praga-Północ - dzielnica (8)";"ogółem";"2014";"ha";1142;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne razem";"2014";"ha";38;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";38;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - sady";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";146;
"1465088";"Praga-Północ - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";135;
"1465088";"Praga-Północ - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";11;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";914;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";141;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";149;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";153;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";29;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";87;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";192;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";162;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";1;
"1465088";"Praga-Północ - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465088";"Praga-Północ - dzielnica (8)";"nieużytki";"2014";"ha";29;
"1465088";"Praga-Północ - dzielnica (8)";"tereny różne";"2014";"ha";15;
"1465098";"Rembertów - dzielnica (8)";"ogółem";"2014";"ha";1930;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne razem";"2014";"ha";220;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";169;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - sady";"2014";"ha";2;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";27;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";17;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";2;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465098";"Rembertów - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";3;
"1465098";"Rembertów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";751;
"1465098";"Rembertów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";732;
"1465098";"Rembertów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";19;
"1465098";"Rembertów - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";1;
"1465098";"Rembertów - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465098";"Rembertów - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";1;
"1465098";"Rembertów - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";0;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";876;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";324;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";171;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";140;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";26;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";13;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";145;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";55;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";2;
"1465098";"Rembertów - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465098";"Rembertów - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465098";"Rembertów - dzielnica (8)";"nieużytki";"2014";"ha";13;
"1465098";"Rembertów - dzielnica (8)";"tereny różne";"2014";"ha";69;
"1465108";"Śródmieście - dzielnica (8)";"ogółem";"2014";"ha";1557;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne razem";"2014";"ha";3;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";3;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - sady";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";96;
"1465108";"Śródmieście - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";93;
"1465108";"Śródmieście - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";3;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";1450;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";267;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";55;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";416;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";9;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";302;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";375;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";19;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";7;
"1465108";"Śródmieście - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"nieużytki";"2014";"ha";0;
"1465108";"Śródmieście - dzielnica (8)";"tereny różne";"2014";"ha";8;
"1465118";"Targówek - dzielnica (8)";"ogółem";"2014";"ha";2422;
"1465118";"Targówek - dzielnica (8)";"użytki rolne razem";"2014";"ha";497;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";378;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - sady";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";88;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";20;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";2;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";9;
"1465118";"Targówek - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";193;
"1465118";"Targówek - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";186;
"1465118";"Targówek - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";7;
"1465118";"Targówek - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";9;
"1465118";"Targówek - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";9;
"1465118";"Targówek - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";1720;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";528;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";145;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";446;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";92;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";48;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";383;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";66;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";12;
"1465118";"Targówek - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465118";"Targówek - dzielnica (8)";"nieużytki";"2014";"ha";2;
"1465118";"Targówek - dzielnica (8)";"tereny różne";"2014";"ha";1;
"1465128";"Ursus - dzielnica (8)";"ogółem";"2014";"ha";936;
"1465128";"Ursus - dzielnica (8)";"użytki rolne razem";"2014";"ha";169;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";136;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - sady";"2014";"ha";17;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";15;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";1;
"1465128";"Ursus - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";766;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";312;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";153;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";83;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";45;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";8;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";156;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";8;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";1;
"1465128";"Ursus - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465128";"Ursus - dzielnica (8)";"nieużytki";"2014";"ha";1;
"1465128";"Ursus - dzielnica (8)";"tereny różne";"2014";"ha";0;
"1465138";"Ursynów - dzielnica (8)";"ogółem";"2014";"ha";4379;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne razem";"2014";"ha";1155;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";947;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - sady";"2014";"ha";79;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";15;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";15;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";87;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465138";"Ursynów - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";12;
"1465138";"Ursynów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";925;
"1465138";"Ursynów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";915;
"1465138";"Ursynów - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";10;
"1465138";"Ursynów - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";6;
"1465138";"Ursynów - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465138";"Ursynów - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";1;
"1465138";"Ursynów - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";5;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";2243;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";809;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";90;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";346;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";156;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";234;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";495;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";73;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";40;
"1465138";"Ursynów - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465138";"Ursynów - dzielnica (8)";"użytki ekologiczne";"2014";"ha";4;
"1465138";"Ursynów - dzielnica (8)";"nieużytki";"2014";"ha";33;
"1465138";"Ursynów - dzielnica (8)";"tereny różne";"2014";"ha";13;
"1465148";"Wawer - dzielnica (8)";"ogółem";"2014";"ha";7970;
"1465148";"Wawer - dzielnica (8)";"użytki rolne razem";"2014";"ha";2105;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";1473;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - sady";"2014";"ha";12;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";327;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";185;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";91;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465148";"Wawer - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";17;
"1465148";"Wawer - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";2920;
"1465148";"Wawer - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";2703;
